WMT,TGT,DEXCAUS,DEXJPUS,SP500,DJIA,VIXCLS
-0.047068645055922786,-0.07743369304339076,0.0010128781071415127,-0.0010156753420789144,-0.0015253946986835132,0.008218970103177625,-0.01343203539179827
0.018358559074338032,-0.04949046345977415,-0.0028253722565917405,0.006293798057183331,-0.007825227719692407,-0.0026955097505734216,0.1607732205877519
0.009707417658451511,-0.017146761467425442,0.004053570516105998,-0.0040631192892712775,0.012908971816143477,0.004841014212285444,-0.06311242331005662
0.03772175876918382,-0.020589383473890166,-0.00594118542245331,-0.006877091074165342,0.010403379141170177,0.011526832471339787,0.023818312967854638
-0.014879409198689686,-0.0069962747678307124,0.009618587987544447,0.015928760549586585,0.005683515924651772,0.0022348706279178288,0.028842124629284704
-0.007523672956313732,0.00935482782526531,0.004237446639380527,-0.010477670464019262,0.010971578695942341,0.006910394324577851,0.0067755109836080685
0.00917713512038798,0.013814826622946086,0.0,0.037085749180919336,0.0063156916396458485,0.003453894800644619,0.0006136851987630365
0.04514794975571146,0.01082789211969537,0.0025664803422301707,-0.015141829784126593,-0.01586961945430332,-0.008800340533030138,0.4320906425078559
-0.014586559258247256,0.03695727239625057,-0.002352187548748108,0.01642788057967781,0.018978400572082776,0.021768197995776006,-0.23854059428803787
-0.04814049357601835,-0.01647269887252456,-0.00021410983916503312,0.008016466823256074,0.007117164937328724,0.007507686156689175,0.06331602709779016
0.013839312021099559,-0.016090882610757085,0.004628813676838428,-0.006447223660901891,-0.016420149306975773,-0.01217931887779855,0.08987424753930684
0.005161364991500328,-0.01258526274548899,-7.12834587036082e-05,0.007826942508796897,-0.02369927960800844,-0.01656911812379036,0.24026880083967317
0.05385436430518986,-0.022272625413480185,0.00846648720001103,0.00551743235824631,0.022201880319007827,0.021903539059493937,-0.2853895759990337
0.0669597413479952,0.04891113357106036,-0.007214059356828506,-0.007767652600975339,0.005432468878286301,0.0095642299592118,-0.06675155564393798
0.005903843610822079,0.057079579376523526,-0.012270978285513934,0.0016126434715664217,0.006378800124775097,0.017670605132042994,-0.060743450169019386
-0.003954499261843658,0.02122312683810801,-0.0005085176819471515,0.0024462481620792786,-0.018462386854400492,-0.015563985119857904,0.12753703130916838
-0.027278064820748682,0.0050353205586457506,-0.008600009275854859,-0.005094578935966432,0.013867840545101373,0.011896983407693185,-0.0919623360346411
0.0086434152179935,0.025292577054409016,0.005612873284453979,0.001408360773085704,-0.000534480910825863,0.010575934089850136,0.04811924834419834
0.051310823025313645,0.04067619693267588,0.006937947899158803,0.014948340167014074,0.002720628400092906,-0.00547551002815716,0.08009485755229973
-0.00834311526390863,-0.024131186284776618,-0.0041901520633303435,0.00018969932713641668,-0.007387251012898943,-0.00147413880706182,0.008915363657952202
-0.00357080943215049,-0.03497062821080643,-0.02057399509125496,-0.035217622305911966,0.008018852450701885,-0.0063470466713067,0.0762977540506462
0.07804243927818266,0.07500359351852559,0.011181520057695848,0.026019092638959407,-0.024785887003043072,-0.0033239372234667997,0.254403386078645
